S_N_0-50 S_N_50-75 S_N_75-100 param_fit_a param_fit_b
1.5667835474014282 -999.0 -999.0 0.7136005891931074 0.3112847499967028
1.6913104057312012 1.8165794014930725 1.754660495154563 -999.0 -999.0
-999.0 -999.0 -999.0 -999.0 -999.0
