S_N_0-50 S_N_50-75 S_N_75-100 param_fit_a param_fit_b
3.649755835533142 -999.0 -999.0 2.7347872037166527 0.04268484643997001
4.188596487045288 3.3314332962036133 3.4168288707733154 -999.0 -999.0
-999.0 -999.0 -999.0 -999.0 -999.0
