S_N_0-50 S_N_50-75 S_N_75-100 param_fit_a param_fit_b
2.066592216491699 -999.0 -999.0 1.0140196202866727 -0.06830745677861663
2.045363664627075 1.8752021789550781 1.948601245880127 -999.0 -999.0
-999.0 -999.0 -999.0 -999.0 -999.0
