S_N_0-50 S_N_50-75 S_N_75-100 param_fit_a param_fit_b
1.8493359088897705 -999.0 -999.0 1.65740338829415 1.5391391777798327
2.4563136100769043 2.44942045211792 2.4119181632995605 -999.0 -999.0
-999.0 -999.0 3.8861920833587646 -999.0 -999.0
