S_N_0-50 S_N_50-75 S_N_75-100 param_fit_a param_fit_b
2.4628677368164062 -999.0 -999.0 2.265449477242598 1.1438397980417951
2.968109607696533 3.058170795440674 2.7898478507995605 -999.0 -999.0
-999.0 -999.0 4.5839738845825195 -999.0 -999.0
