S_N_0-50 S_N_50-75 S_N_75-100 param_fit_a param_fit_b
1.3969340324401855 -999.0 -999.0 0.8931752901686131 1.0959859610618676
1.9238137006759644 1.7528789043426514 1.8687554597854614 -999.0 -999.0
-999.0 -999.0 -999.0 -999.0 -999.0
