S_N_0-50 S_N_50-75 S_N_75-100 param_fit_a param_fit_b
2.742237091064453 -999.0 -999.0 2.9194704777050426 0.9606272968053108
3.513227701187134 3.6657702922821045 3.748356819152832 -999.0 -999.0
-999.0 -999.0 5.226920127868652 -999.0 -999.0
