S_N_0-50 S_N_50-75 S_N_75-100 param_fit_a param_fit_b
1.3577923774719238 -999.0 -999.0 0.4833106597214582 0.5438480169692216
1.428371787071228 1.4516081809997559 1.4666517972946167 -999.0 -999.0
-999.0 -999.0 1.6149088144302368 -999.0 -999.0
