S_N_0-50 S_N_50-75 S_N_75-100 param_fit_a param_fit_b
1.5239782929420471 -999.0 -999.0 1.274299001763245 1.2009725008472294
1.5144423842430115 1.4350210428237915 2.3535643947633282 -999.0 -999.0
-999.0 -999.0 -999.0 -999.0 -999.0
