S_N_0-50 S_N_50-75 S_N_75-100 param_fit_a param_fit_b
1.8672716617584229 -999.0 -999.0 1.2061975841563874 0.44578753488047834
1.6774770021438599 1.5588308448463981 2.280826869578308 -999.0 -999.0
-999.0 -999.0 -999.0 -999.0 -999.0
