S_N_0-50 S_N_50-75 S_N_75-100 param_fit_a param_fit_b
1.6560494303703308 -999.0 -999.0 1.4588211924523617 1.079951911893689
1.600928544998169 1.8627439737319946 2.2499895095825195 -999.0 -999.0
-999.0 -999.0 -999.0 -999.0 -999.0
