S_N_0-50 S_N_50-75 S_N_75-100 param_fit_a param_fit_b
3.6869874779247276 -999.0 -999.0 3.3406610774726757 0.2942602322045501
4.287941932678223 3.2834625244140625 3.5056408643722534 -999.0 -999.0
-999.0 -999.0 -999.0 -999.0 -999.0
