S_N_0-15 S_N_16-30 S_N_31-60 S_N_60-inf param_fit_a param_fit_b
2.350231141601773 -999.0 -999.0 -999.0 1.4921558693575465 4.0114916234446145e-16
2.8691601552980135 -999.0 -999.0 -999.0 -999.0 -999.0
2.983297348022461 -999.0 -999.0 -999.0 -999.0 -999.0
3.1466658583165725 -999.0 -999.0 -999.0 -999.0 -999.0
2.344275902974548 2.0746610417607183 1.9707419751157578 2.056288804014769 -999.0 -999.0
