S_N_0-15 S_N_16-30 S_N_31-60 S_N_60-inf param_fit_a param_fit_b
1.5992677807807922 -999.0 -999.0 -999.0 0.5633807608059477 1.6455865998743919e-15
1.7315751910209656 -999.0 -999.0 -999.0 -999.0 -999.0
1.7251641750335693 -999.0 -999.0 -999.0 -999.0 -999.0
1.7254924178123474 -999.0 -999.0 -999.0 -999.0 -999.0
1.5317890048027039 1.4788166284561157 1.4027292728424072 1.348098635673523 -999.0 -999.0
