S_N_0-15 S_N_16-30 S_N_31-60 S_N_60-inf param_fit_a param_fit_b
2.9692429304122925 -999.0 -999.0 -999.0 2.600343942642212 3.749573236745391e-19
3.740684986114502 -999.0 -999.0 -999.0 -999.0 -999.0
3.989619493484497 -999.0 -999.0 -999.0 -999.0 -999.0
4.378870964050293 -999.0 -999.0 -999.0 -999.0 -999.0
3.8157596588134766 3.2842307090759277 3.070941925048828 2.922299861907959 -999.0 -999.0
