S_N_0-15 S_N_16-30 S_N_31-60 S_N_60-inf param_fit_a param_fit_b
1.6101067662239075 -999.0 -999.0 -999.0 1.258813734402648 0.4765747558073445
1.8745896054144744 1.9992868205660654 -999.0 -999.0 -999.0 -999.0
2.1167240647575682 2.1254477500915527 -999.0 -999.0 -999.0 -999.0
2.614056052931321 1.8246520735480298 -999.0 -999.0 -999.0 -999.0
2.4356251551602366 2.173721053848052 1.9778239952169108 2.2036196712816984 -999.0 -999.0
