S_N_0-15 S_N_16-30 S_N_31-60 S_N_60-inf param_fit_a param_fit_b
1.2883352041244507 -999.0 -999.0 -999.0 0.5030808238614692 0.13144097783384465
1.392328917980194 -999.0 -999.0 -999.0 -999.0 -999.0
1.482240915298462 1.698691797690415 -999.0 -999.0 -999.0 -999.0
1.4786471128463745 1.5028921365737915 -999.0 -999.0 -999.0 -999.0
1.4284669756889343 1.4290017751546489 1.4413233506175602 1.5689557194709778 -999.0 -999.0
