S_N_0-50 S_N_50-75 S_N_75-100 param_fit_a param_fit_b
1.324368768918289 -999.0 -999.0 0.49803832163942546 0.6949229378490324
1.4670606669203834 1.4724037487910246 1.4606077115783087 -999.0 -999.0
-999.0 -999.0 1.6514322020977301 -999.0 -999.0
