S_N_0-50 S_N_50-75 S_N_75-100 param_fit_a param_fit_b
1.755577802658081 -999.0 -999.0 1.5305342474857422 1.4093041769136136
2.3591856956481934 2.3707830905914307 2.339236259460449 -999.0 -999.0
-999.0 -999.0 3.54028058052063 -999.0 -999.0
