S_N_0-50 S_N_50-75 S_N_75-100 param_fit_a param_fit_b
1.3891265392303467 -999.0 -999.0 0.48352463701085163 0.44317144863496194
1.4327950477600098 1.4299200773239136 -999.0 -999.0 -999.0
-999.0 1.5729364156723022 1.5948739051818848 -999.0 -999.0
