S_N_0-15 S_N_16-30 S_N_31-60 S_N_60-inf param_fit_a param_fit_b
1.7811890840530396 -999.0 -999.0 -999.0 1.173819967850819 0.32532448087836874
1.906807541847229 -999.0 -999.0 -999.0 -999.0 -999.0
2.1287838220596313 -999.0 -999.0 -999.0 -999.0 -999.0
2.324127197265625 -999.0 -999.0 -999.0 -999.0 -999.0
2.3893585205078125 2.278320550918579 1.9992620944976807 1.7498329877853394 -999.0 -999.0
