S_N_0-15 S_N_16-30 S_N_31-60 S_N_60-inf param_fit_a param_fit_b
2.815480947494507 -999.0 -999.0 -999 2.866362453162392 0.30567440291747533
3.362587571144104 -999.0 -999.0 -999 -999.0 -999.0
3.9460219144821167 -999.0 -999.0 -999 -999.0 -999.0
4.506940603256226 -999.0 -999.0 -999 -999.0 -999.0
4.352572917938232 3.6286622285842896 2.5635433197021484 -999 -999.0 -999.0
