S_N_0-15 S_N_16-30 S_N_31-60 S_N_60-inf param_fit_a param_fit_b
1.5835423469543457 -999.0 -999.0 -999.0 14.82916770079573 30.354020194789882
1.5403176546096802 -999.0 -999.0 -999.0 -999.0 -999.0
1.6500200033187866 -999.0 -999.0 -999.0 -999.0 -999.0
1.646030306816101 -999.0 -999.0 -999.0 -999.0 -999.0
1.5203442573547363 1.534733772277832 13.882061109305653 1.3796820640563965 -999.0 -999.0
