S_N_0-15 S_N_16-30 S_N_31-60 S_N_60-inf param_fit_a param_fit_b
3.039762258529663 -999.0 -999.0 -999 2.7535062699198525 0.12822405794534725
3.726761817932129 -999.0 -999.0 -999 -999.0 -999.0
4.160823822021484 -999.0 -999.0 -999 -999.0 -999.0
5.17857551574707 -999.0 -999.0 -999 -999.0 -999.0
3.827129602432251 3.182511806488037 2.34234881401062 -999 -999.0 -999.0
